Lam og piggvar på bryllupsmenyen ||| SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT
Cathrine har ikke flere krefter igjen og når bunnen . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Helsesøster Gunn Knutsen på Kleppestø Ungdomsskole blir redningen . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Hun tar alltid en samtale med elever som har mistet nære familiemedlemmer . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Jeg står på stupet . ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Til nå har jeg tatt et steg tilbake . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Til nå , sier Cathrine under det første møtet . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Den erfarne helsesøsteren gir ut privatnummeret sitt til elever som har det ekstra vanskelig , og Cathrine får beskjed om at hun kan ringe eller sende sms når som helst på døgnet . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
De avtaler å møtes ukentlig . ||| SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Gunn Knutsen stiller spørsmål . ||| SHIFT ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Cathrine sier lite i starten . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Så løsner det litt . ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Hun forteller aldri om morens problemer . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Men hun snakker om sorgen etter mamma . ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Det går etter hvert opp for helsesøsteren at jenten som sitter i stolen på kontoret hennes er suicidal . ||| SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
I perioder bor femtenåringen , som har store psykiske problemer , helt alene i huset . ||| SHIFT ARC_L SHIFT ARC_L SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Jeg forsto det slik at Cathrine skulle få oppfølging av dem . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Jeg visste ikke at hun var så mye alene , sier Knutsen . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Helsesøsteren sier barnevernet skal kobles inn i tilfeller der nær familie ikke gir tilstrekkelig omsorg . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Hadde jeg visst det hadde jeg tatt en prat med andre familiemedlemmer , for å komme til gode avtaler . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Men jeg oppfattet aldri at det var nødvendig . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Våren 2006 lysner det . ||| SHIFT ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Cathrine har ikke så lyst å skade seg lenger . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Helsesøsteren noterer fremgangen i journalene sine . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Gunn Knutsen blir godt kjent med en usedvanlig sterk jente . ||| SHIFT ARC_R SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
En som vil leve , vil komme seg videre , vil dempe trangen til å skade seg selv . ||| SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
De ukentlige samtalene bærer frukter . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Sammen finner de frem til Cathrines fremtidsdrømmer . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Vendepunktet blir Ungdomshuset 1880 . ||| SHIFT ARC_L SHIFT SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Først begynner Cathrine å vanke der , så engasjerer hun seg i alt som skjer . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Sommeren samme år er hun ferdig på ungdomsskolen . ||| SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Endelig begynner resten av livet , og frem-tiden er ikke lenger en eneste svart sky . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
I dag , seks år senere , jobber fremdeles helsesøsteren på Kleppestø ungdomsskole . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Kontoret er et annet , men budskapet det samme . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
« Har du en mor eller far som drikker for mye , bruker piller eller narkotika ? ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Da er du ikke alene » , står det på en av de mange plakatene som henger på veggen . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Gunn Knutsen har fått nye « fascinerende ungdommer » å bruke tiden på . ||| SHIFT ARC_R SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Men noen glemmer hun aldri . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
- Enkelte elever bærer man med seg under huden lenger etter de er ferdige på skolen . ||| SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Cathrine er en sånn elev . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Hun var en så sterk jente . ||| SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Hun klarte seg i kaoset tross alt . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Jeg tenker ofte på henne fremdeles . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Hva hadde skjedd om alle hadde meldt inn det de visste ? ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Cathrine har ofte lurt på det . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Hvordan hadde livet vært da ? ||| SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Og var situasjonen sånn at noen burde ha koblet inn barnevernet ? ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Gro Kyte , leder for barnevernstjenesten på Askøy , er ikke i tvil . ||| SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
En av de som ikke varslet , begikk grov tjenesteforsømmelse . ||| SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Vi forteller Kyte hva de voksne rundt Cathrine har fortalt til BT om barndommen hennes . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Hadde hun bare hatt enere og toere , hadde jeg reagert raskere ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Rektor Øystein Holmelid ||| SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT
Hvem av dem burde varslet barnevernet ? ||| SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
Hvem var lovpålagt å gjøre det ? ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Lærere og rektorer har plikt til å varsle barnevernet hvis de mistenker at et barn blir utsatt for omsorgssvikt . ||| SHIFT SHIFT ARC_L ARC_R SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
På ungdomsskolen er dette kombinert med høyt fravær , og en adferd og påkledning som skiller henne fra de andre barna . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Skolen burde uten tvil hatt en dialog med hjemmet om hvorfor Cathrine ikke var på skolen . ||| SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
De kunne også ha koblet inn barnevernet i samråd med foreldrene , for å få satt i gang tiltak for å få ned fraværet hennes . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Skulle naboen ha varslet ? ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R SHIFT
Privatpersoner er ikke lovpålagt å varsle barnevernet , men alle voksne har et ansvar for å melde fra om barn de er bekymret for . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Hva ville barnevernet gjort hvis nabokvinnen som Cathrine søkte trøst hos hadde sendt inn en bekymringsmelding ? ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Informasjonen naboen satt med , om mye festing i huset og en redd jente som sier at moren vil at hun skal dø , er informasjon som hadde ført til at vi hadde satt i gang en undersøkelsessak . ||| SHIFT SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
En undersøkelse består av samtaler med foreldrene og barnet , vanligvis også observasjoner av hvordan foreldre og barnet har det sammen . ||| SHIFT ARC_L SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT SHIFT ARC_L ARC_R SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Barnevernet innhenter også informasjon fra skole , helsestasjon , lege og i noen tilfeller politiet . ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Nabokvinnen vurderte å varsle barnevernet , men droppet det fordi hun bodde tett på flere av Cathrines familiemedlemmer . ||| SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Kunne hun varslet anonymt ? ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT
- Det kunne hun , men anonyme meldinger må inneholde mer alvorlig informasjon før vi begynner med undersøkelser . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_L ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Hvis hun hadde kommet med en bekymringsmelding uten å være anonym , ville Cathrines foreldre hatt krav på å vite hvem som hadde varslet oss . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Helsesøsteren kom inn i bildet etter at Cathrines mor var død . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Er det noe som tilsier at helsesøsteren burde varslet barnevernet om Cathrines situasjon ? ||| SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Det er mye jeg burde gjort annerledes . ||| SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Faren til Cathrine ||| SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT
- Ja , jeg mener helsesøsteren har brutt meldeplikten hvis det var sånn at ingen voksne hadde ansvar for Cathrine mens faren var bortreist . ||| SHIFT SHIFT ARC_R SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Helsesøster burde forsikret seg om at det var klare avtaler med andre familiemedlemmer om at noen tok fullt ansvar for Cathrine mens faren var borte , ellers burde hun meldt fra til oss . ||| SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Den viktigste biten i puslespillet . ||| SHIFT SHIFT ARC_L ARC_L SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Mange sitter med små biter i puslespillet som er Cathrines barndom , ingen kjenner hele bildet . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_R ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Unntaket er Cathrines fastlege , som også er fastlegen til moren og søsteren . ||| SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Legen vet at de to barna bor sammen med en mor som ruser seg . ||| SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_L ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Hun vet at barnas far er mye borte på grunn av jobben i Nordsjøen . ||| SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Legen vurderer moren som suicidal . ||| SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Begge barna forteller legen i detalj hvordan situasjonen er hjemme . ||| SHIFT ARC_L SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_R SHIFT ARC_R SHIFT ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
Legen melder ikke fra til barnevernet , men fortsetter å skrive ut sterke piller til moren . ||| SHIFT ARC_L SHIFT ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
- Dette er grov tjenesteforsømmelse fra legens side . ||| SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L ARC_L ARC_L SHIFT SHIFT SHIFT ARC_L ARC_L ARC_R SHIFT ARC_R ARC_R SHIFT
Leger har plikt til å melde fra om omsorgssvikt , uten hensyn til taushetsplikt . ||| SHIFT ARC_L SHIFT SHIFT SHIFT SHIFT ARC_L ARC_L SHIFT ARC_R SHIFT SHIFT ARC_L ARC_R SHIFT ARC_R SHIFT SHIFT ARC_L SHIFT SHIFT ARC_L ARC_R ARC_R ARC_R ARC_R SHIFT ARC_R ARC_R SHIFT
